date,20_day_sma,close,ewma_12,ewma_26,high,low,obv_10,open,rsi_14,volume
2015-08-05,265.4929999999999,270.13,265.6676499751607,264.49254259854604,271.0,260.4,-1663960.9,263.58,24.73,4798058.0
2015-08-06,264.9034999999999,246.13,262.66185767125046,263.1323410741334,255.0,236.12,-1887650.1,249.54,36.68,14623754.0
2015-08-07,264.0714999999999,242.51,259.56157187563906,261.6047465443462,243.73,238.39,-1836816.9,243.58,50.25,5073390.0
2015-08-10,263.02049999999997,241.14,256.727483894745,260.08882679596394,242.97,236.05,-2652891.6,238.15,53.72,4185860.0
2015-08-11,261.6065,237.37,253.74940944937595,258.40593778846124,239.3,234.44,-1999966.4,237.15,56.13,4264939.0
2015-08-12,260.35799999999995,238.17,251.35257722637897,256.9069687546687,239.77,232.74,-1734504.2,235.0,50.22,3739157.0
2015-08-13,259.14949999999993,242.51,249.99218073000523,255.84051958979114,246.48,239.12,-1075768.0,239.86,52.36,4689182.0
2015-08-14,257.57399999999996,243.15,248.9395375407686,254.90047535993287,247.93,241.77,-102751.6,247.24,51.09,4364810.0
2015-08-17,256.2104999999999,254.99,249.8703779191157,254.90710685225702,256.59,250.51,81498.9,255.56,43.66,7176690.0
2015-08-18,255.9079999999999,260.72,251.5395505469498,255.33769378466474,260.95,253.5601,-758735.1,255.38,43.94,4195035.0
2015-08-19,255.2769999999999,255.25,252.1103889243438,255.33119791726733,260.65,255.02,213064.6,260.33,46.79,3604282.0
2015-08-20,254.02599999999993,242.18,250.58263678213328,254.35703073504575,254.56,241.9,61380.2,252.06,53.66,4905757.0
2015-08-21,252.29399999999995,230.77,247.53453881564488,252.60983601017995,243.7999,230.51,-478192.3,236.0,62.72,6590234.0
2015-08-24,250.58699999999993,218.87,243.12460976707638,250.11057927859363,231.4,195.0,381031.0,202.79,75.4,9581585.0
2015-08-25,248.34749999999994,220.03,239.57159287982853,247.88238027979875,230.9,219.12,503419.5,230.52,75.11,4327294.0
2015-08-26,246.39849999999996,224.84,237.30519397523665,246.17553166363714,228.0,215.51,800097.2,227.93,76.48,4963042.0
2015-08-27,245.20849999999996,242.99,238.17977951750888,245.93956563422856,244.75,230.81,914983.5,231.0,68.11,7655959.0
2015-08-28,244.32499999999996,248.48,239.76442882250893,246.12774649001167,251.45,241.57,667337.7,241.86,62.48,5513673.0
2015-08-31,243.77849999999998,249.06,241.19451669597018,246.34495102270068,254.95,245.51,-297642.3,245.77,64.66,4700232.0
2015-09-01,242.39600000000002,238.63,240.79997566582068,245.77347178301952,246.0,236.97,525703.3,240.34,75.08,5454765.0
2015-09-02,241.27399999999997,247.69,241.85997940954115,245.9154371549655,247.88,239.78,596801.8,245.14,68.82,4629174.0
2015-09-03,241.24599999999995,245.57,242.43075180807352,245.88984916435012,252.08,245.0,886909.9,252.06,74.74,4194772.0
2015-09-04,241.21699999999996,241.93,242.3537130683699,245.59652643924238,244.09,238.2,2158891.5,240.89,69.69,3689153.0
2015-09-08,241.56849999999994,248.17,243.24852644246712,245.78715445027018,249.16,244.05,2065240.9,245.05,50.32,3138231.0
2015-09-09,242.14549999999994,248.91,244.1195223743955,246.01847672470592,254.25,248.303,1298034.3,252.05,47.27,3390788.0
2015-09-10,242.66099999999992,248.48,244.79036508602712,246.20081206083537,250.7231,245.33,767522.8,247.23,49.91,2709024.0
2015-09-11,243.0474999999999,250.24,245.6287704574077,246.50001159089166,250.24,244.73,505240.6,247.64,39.51,2350844.0
2015-09-14,243.5494999999999,253.19,246.79203654088363,246.99556693726103,254.25,249.67,328564.0,251.1,44.81,2890851.0
2015-09-15,243.47849999999988,253.57,247.8348001499786,247.48256256985405,254.6,249.5,1315748.6,252.75,43.28,2933466.0
2015-09-16,243.5549999999999,262.25,250.05252320382831,248.57644805291488,262.88,252.88,494250.0,253.04,29.69,4417081.0
2015-09-17,243.89599999999987,262.07,251.90136578785493,249.57597145914391,265.5,260.69,537420.8,263.96,25.12,3585812.0
2015-09-18,244.81799999999984,260.62,253.2426941281851,250.3940484353409,263.82,257.5,1518351.6,257.96,23.64,3763064.0
2015-09-21,246.48949999999982,264.2,254.9284334930798,251.41671242628513,271.57,255.8,838093.2,263.98,17.41,6120155.0
2015-09-22,248.5929999999998,260.94,255.8532898787599,252.12214171799488,262.65,255.87,759092.2,259.03,16.94,3664353.0
2015-09-23,250.64449999999982,261.06,256.65432220510456,252.7842058006754,262.08,257.5838,1374813.7,261.95,21.03,2600778.0
2015-09-24,252.5584999999998,263.12,257.6490418658577,253.54982072786058,263.45,256.21,762390.1,259.53,18.09,3448191.0
2015-09-25,253.25449999999984,256.91,257.53534311726423,253.7987230593349,266.91,256.15,-14875.2,266.61,24.82,3773392.0
2015-09-28,253.25199999999987,248.43,256.13452109922355,253.40103962836466,259.79,246.61,-678537.2,257.35,34.23,4881802.0
2015-09-29,253.13149999999982,246.65,254.67536400703528,252.9009623377989,254.73,245.46,-632263.7,250.46,36.2,3703154.0
2015-09-30,253.6199999999998,248.4,253.70992339056832,252.56755754668166,252.4,242.34,-730978.9,252.0,28.04,4879816.0
2015-10-01,253.22949999999983,239.88,251.58224286894242,251.62773801629936,248.5,237.13,87725.7,247.51,30.13,4572964.0
2015-10-02,253.32949999999983,247.57,250.96497473525895,251.3271646958043,247.7,234.93,-893276.3,235.6,23.98,4423982.0
2015-10-05,253.54049999999978,246.15,250.22420939137297,250.94367085620956,249.84,244.13,-1050430.7,248.84,23.57,3689865.0
2015-10-06,253.20499999999979,241.46,248.87586948500788,250.24117645000382,243.03,235.58,-1991904.4,240.0,31.7,5235897.0
2015-10-07,252.3574999999998,231.96,246.2734280257759,248.88701475187779,237.7,229.12,-2950045.1,236.63,33.87,6813959.0
2015-10-08,251.26949999999982,226.72,243.26520832950266,247.24501312067173,230.72,221.31,-3188542.9,230.08,39.31,6133216.0
2015-10-09,249.79199999999983,220.69,239.79209935573297,245.27797451444954,224.37,218.36,-3083993.0,220.93,42.41,6158370.0
2015-10-12,247.91149999999985,215.58,236.06716099331248,243.07812393191995,223.0,215.27,-2196524.1,222.99,42.7,3836303.0
